,0,1,2,3,4,5,6,7,8,9
0,-0.13502008,0.07456937,0.055740602,-0.12565444,-0.08680375,-0.100302584,0.14995982,-0.07110907,-0.1197812,-0.05596986
1,-0.038608078,0.067579694,-0.17449194,-0.122082405,-0.0119880615,0.08180089,0.09605115,-0.19204031,0.06347343,0.02922194
2,-0.13696902,-0.13657506,-0.008709327,0.017496489,0.037477825,-0.0150168175,-0.26430586,0.022274997,0.03126524,0.039270956
3,-0.20379029,-0.05720356,-0.052859925,0.059757378,0.05919547,0.075133756,0.06844749,-0.108251244,-0.03227286,0.07712259
4,-0.13641512,-0.19335525,0.0672406,-0.12805949,0.091263495,-0.113142826,-0.1950874,0.06798024,0.09232334,0.056233026
5,-0.009488061,0.052738786,-0.019002737,0.022748187,-0.021541992,-0.083697595,-0.09062558,-0.06295227,0.0068821157,-0.03074203
6,-0.05568084,0.09969243,0.10853755,-0.098208085,0.13033797,0.012512059,0.11263458,-0.17721468,-0.075355366,-0.2127853
7,0.08303145,0.00034871878,0.025979234,0.046402346,0.10128141,0.016630307,0.015730621,0.014201573,0.07687904,0.0102879545
8,-0.24738559,-0.23600185,-0.1570575,0.1104756,-0.25081944,0.08705522,0.0539736,-0.14824104,0.037882138,-0.045999978
9,0.039429575,-0.061043315,-0.078968585,-0.039542865,-0.009101961,0.06603194,0.09340026,-0.011001751,-0.015433694,0.0036019564
10,0.034199394,0.039476458,-0.07840199,-0.051657762,0.033254724,-0.013517201,-0.013878168,0.034934167,-0.033428434,-0.03165488
11,0.054953102,-0.20594156,-0.11263627,0.09638171,0.08200541,-0.02257869,-0.047814593,0.021221783,-0.084985584,0.04232928
12,-0.080100134,-0.047364995,-0.0024584658,-0.0064080595,-0.0018448425,-0.017234564,0.039407752,-0.054094885,-0.0392546,-0.020594306
13,0.06572151,-0.066894665,0.0027819115,0.004897784,0.0043585226,0.015447991,0.009514162,0.07914301,-0.04543183,0.015795967
14,-0.040511798,-0.12711981,0.07049188,0.11556276,-0.20734805,-0.05107761,0.03640732,-0.15715598,0.09156103,-0.14032649
15,-0.0995229,-0.12527117,-0.15591916,-0.15428717,0.061358098,0.0851122,0.10590358,0.006975773,0.10095543,0.07487065
16,0.07985441,0.060160834,-0.03729516,0.062235303,-0.031881392,-0.067623876,-0.0283328,-0.0149520645,0.0332267,-0.012636695
17,-0.06807988,-0.065896414,-0.036491346,-0.0096868165,-0.07034828,-0.0064297807,0.026184691,-0.00478486,-0.04727629,-0.025591042
18,-0.18509494,0.013874347,0.10554515,0.07355467,-0.13659684,0.10855817,-0.09796209,-0.17777379,0.118226536,-0.03585575
19,-0.06371971,0.050354257,-0.026974583,-0.04741348,0.045870867,-0.11921947,0.10867392,0.087296344,0.10766678,-0.11095983
20,0.106845595,-0.08984361,-0.14731032,-0.027596643,0.102714494,-0.124014996,0.07821653,-0.12899862,-0.21499822,0.093607716
21,0.07272993,-0.05756928,0.028881079,0.027383562,0.039437678,-0.025280647,0.09118331,0.053335182,0.077717565,0.049481962
22,-0.114402525,0.06883991,-0.14303455,-0.22589098,0.110514194,-0.07782438,0.044807687,-0.06928864,-0.14400375,0.10274109
23,0.0787591,-0.11540337,0.019518865,-0.007166864,-0.27797207,0.06730693,-0.034195755,0.035183597,-0.054626442,-0.010922584
24,-0.01669214,0.011180284,-0.030794589,0.03316752,-0.025821207,0.06618325,-0.0074242116,0.015156429,0.017166791,-0.0048286533
25,-0.05203961,0.03459921,-0.0799082,0.037845094,-0.01836614,0.04604167,0.023247879,0.07250282,-0.03934076,-0.071077675
26,0.050521817,-0.047618765,-0.019206386,0.06289318,-0.005574687,0.011015335,-0.07696379,0.014301744,-0.054683167,0.0033345027
27,0.11516628,-0.13878724,-0.15247604,0.036269754,-0.061724987,-0.05711347,0.12523669,0.13262102,-0.033086885,-0.08516701
28,-0.14981699,0.18707623,-0.033835113,-0.102595694,-0.09394339,0.0073692007,-0.03351742,-0.06117369,-0.14348151,-0.014963981
29,0.06428063,-0.102507666,0.016203267,-0.08830684,0.042461652,0.057516776,-0.116815835,-0.01964899,0.064697854,-0.079491675
30,-0.12712361,0.08014741,-0.12744753,-0.15376593,0.10460041,-0.24748005,-0.13857815,-0.026284449,0.0099915,0.114215225
31,-3.4589117e-05,-0.084853634,0.07042694,-0.05427157,-0.100655966,-0.05925857,-0.07957431,-0.018545622,-0.022503674,-0.033163313
32,-0.020110346,-0.044508886,-0.05318712,0.018167263,-0.038845737,0.025550751,-0.05500676,-0.014155037,-0.0065859132,-0.022178493
33,0.14464685,-0.10846993,-0.05982356,-0.1064581,0.038257264,0.12257817,-0.015300805,0.14900923,-0.1490919,-0.014351816
34,-0.013913223,0.085485436,0.084123366,0.07569016,-0.10112085,-0.15557961,-0.19823103,0.07278002,0.068902194,0.034929257
35,-0.066220984,-0.12166414,0.1379263,-0.030590076,0.045769457,0.061197076,0.12773846,-0.009782657,-0.12484129,-0.16436331
36,-0.122329555,0.06325757,-0.057467114,-0.19742133,0.078611046,0.07074011,0.079041146,-0.18063083,0.07416491,0.03344281
37,0.17787708,0.08474379,0.01530411,-0.12471482,-0.21301566,-0.06870971,-0.020576915,0.040898748,0.08078938,-0.11980818
38,-0.09693611,0.13513431,-0.06472546,-0.044605233,-0.117780134,-0.087069795,-0.018478703,-0.08286295,-0.033547096,-0.052698262
39,-0.04468452,0.14517792,-0.05722364,-0.0763019,0.017484756,-0.010043067,0.04351649,-0.0084522525,-0.039457053,0.08698083
40,-0.08744415,0.015460229,-0.006923976,-0.06713987,-0.023340723,-0.11466115,-0.020911044,0.022382677,0.0010480252,-0.04416911
41,-0.052488647,-0.037952553,0.054458003,0.040102497,0.010814026,-0.061230913,0.025258955,-0.011993663,-0.024045767,-0.0650556
42,0.03333734,-0.045651693,-0.015961314,-0.060388517,-0.07735959,-0.07284942,0.07332679,0.009978257,-0.036391832,-0.054520614
43,-0.119592704,0.06702072,-0.048166882,0.07356965,-0.0444099,0.07991448,-0.3109548,0.014732024,-0.08798858,0.07321499
44,-0.22473422,-0.00073066866,0.11533601,-0.047427874,0.06290811,0.02925915,0.075765595,0.09821856,0.10905074,-0.12683992
45,-0.15601233,0.07988009,0.081949145,0.071940556,-0.12519465,0.080548406,0.029068965,0.061769936,-0.0278646,0.061047617
46,-0.11920357,0.035652388,0.034617834,0.001788906,0.030219883,-0.19209819,-0.27061966,0.0110382,0.011998563,0.025070796
47,-0.08026364,-0.012790558,-0.053299718,0.006627799,0.00378819,-0.06167706,0.067077056,-0.06213263,0.07562017,-0.048797533
48,-0.14626148,-0.1288741,0.112061225,-0.08761303,0.10733933,-0.04836309,-0.06573473,-0.19475918,0.09903095,0.11559378
49,0.042595048,-0.017320246,-0.015899478,0.02327452,-0.08638425,-0.07546512,0.02305639,0.0072773006,0.054179445,-0.051815845
50,0.04889734,-0.053484347,0.027871195,-0.036894355,-0.080335945,0.02962827,0.009135676,0.013007942,-0.04180919,0.013128273
51,-0.07438812,0.04728327,-0.004493806,-0.013092997,-0.04508824,-0.06266725,0.01676165,-0.070433095,-0.038011946,-0.05844209
52,-0.047985204,-0.009103145,-0.057672273,0.065061934,-0.15716204,-0.0712081,0.09905819,-0.10162026,0.1323893,-0.18947557
53,-0.16521205,0.06845377,-0.18073489,-0.16039495,0.0008034297,-0.06690571,-0.12317082,0.09633675,-0.047572915,0.105377644
54,0.054066077,0.07671184,-0.08076348,-0.044313498,-0.032625902,-0.068630494,0.009472716,2.7034306e-05,-0.01590304,0.032282654
55,-0.029839147,-0.065184794,-0.06309879,0.043049578,-0.07424671,0.070540875,0.04408213,-0.025399033,-0.0031688467,0.027374264
56,-0.02087899,-0.013796941,0.037827484,0.03535187,0.013426118,-0.0108001605,-0.026240606,0.040642437,0.056850895,0.07947595
57,0.0022680908,0.12687312,-0.05893714,-0.15148915,-0.12750061,-0.046997573,-0.08649673,0.018721255,-0.033579204,-0.0049778037
58,-0.03759562,-0.06846853,0.051276527,0.08765199,0.08003974,0.07785698,-0.09222044,0.08775323,0.016545037,-0.073434256
59,-0.083784655,0.044028208,-0.027685817,0.07638217,0.033175666,-0.050969,0.0039801747,-0.048221447,0.06681917,-0.006393927
60,0.019033812,-0.018789677,-0.04357867,-0.006729452,-0.077833824,-0.100745276,0.059724305,-0.07355601,-0.062605344,-0.033418864
61,-0.093670614,-0.10117746,-0.15792787,-0.12212465,-0.13532716,0.09095526,0.10619227,-0.14291582,0.0923682,0.10965946
62,-0.23432034,-0.15280668,-0.17956218,0.08147773,0.08039685,-0.019403053,-0.03961969,0.07634832,-0.011825543,0.08414024
63,-0.14291924,-0.12599587,0.038241692,-0.10265947,-0.030790778,0.07393499,0.005711498,0.061570384,-0.015819965,0.07841958
64,-0.2468452,0.101782225,-0.13939999,0.07477068,0.05161746,0.06414015,-0.10763943,0.11255653,0.043296076,-0.15779406
65,-0.042482037,0.036171332,-0.006246688,0.05160662,0.026122484,-0.07093224,-0.013876748,-0.039923154,-0.017178515,0.022991315
66,-0.17583664,0.10663289,-0.087034084,0.16923136,-0.044274192,-0.037207257,-0.08561812,0.10244009,-0.11157018,-0.16490182
67,0.05654621,0.023838265,-0.01617033,-0.1441631,0.018043473,0.012134342,0.045392346,-0.14723912,0.00204012,-0.20004193
68,-0.008152509,-0.014388496,0.009397316,0.014364721,-0.061834205,-0.010154632,-0.020492103,0.028278409,0.03629558,0.012503103
69,-0.036703214,-0.0739254,0.042137805,0.03482704,-0.0139699625,0.02466997,-0.105791666,0.013967175,-0.0160216,0.0024648302
70,-0.0340188,-0.042124055,-0.087074034,-0.04685836,-0.08783833,-0.1090661,-0.0513152,0.03497026,-0.10446222,0.030520393
71,-0.16751048,0.039637536,-0.12570722,0.027262054,0.007187661,0.09214971,-0.064753324,0.10294254,0.039148163,-0.11428744
72,-0.19009157,0.09950461,-0.14482288,0.11002448,-0.016734162,0.11899063,-0.20113614,0.03712869,0.06416483,0.06024327
73,-0.046203285,-0.025991919,-0.07549425,0.089737125,-0.011183251,0.059591487,-0.1035178,-0.22088769,0.056294404,0.08832917
74,-0.107987255,0.03007458,-0.14652053,-0.0043317843,-0.22140488,0.009188303,-0.17292173,0.03136673,-0.011793905,0.042530585
75,-0.017384836,0.02008267,-0.02277619,-0.059608284,-0.0024213095,-0.05943182,0.08533231,-0.08046844,-0.012457255,0.04625361
