,0,1,2,3,4
2,0.20167458,0.28909683,0.16312279,0.18893002,0.111801736
3,-0.12606187,0.0399045,0.082285054,0.0136192115,-0.026666954
4,-0.28625053,-0.2561396,-0.15971804,0.056385227,0.095847294
,0,1,2,3,4
0,-0.054743245,-0.05058707,0.024649639,-0.014295051,-0.017476108
1,0.033075683,0.042171303,0.20946549,0.14855894,0.03843589
2,0.1440457,0.11496408,0.080274135,0.26697284,0.20456229
3,-0.019892234,-0.12140096,-0.20200077,-0.033652782,0.16137147
4,-0.13953388,-0.32620165,-0.38298488,-0.19179647,-0.014123735
,0,1,2,3,4
0,-0.26251706,-0.24587424,-0.06255162,0.059310745,0.13765974
1,-0.33710024,-0.08410167,0.035522386,0.10604238,0.18602301
2,-0.17423171,-0.055355724,0.1372918,0.155037,0.06891421
3,-0.044681747,0.08276574,0.11118865,0.1730504,0.10618267
4,0.11085327,0.0521222,0.09351121,0.0123456735,0.077332005
,0,1,2,3,4
0,-0.07955744,-0.07752359,0.15419729,0.1814761,0.1531916
1,0.16717796,0.27520874,0.22871935,0.1781468,0.17228448
2,0.2079643,0.14005268,-0.03635329,-0.0056811944,0.096530676
3,-0.09430664,-0.19634798,-0.11960336,-0.1757115,0.032704014
4,-0.30273813,-0.2777694,-0.22707994,-0.16864467,-0.100988865
,0,1,2,3,4
0,0.13673091,0.2551518,0.18299592,0.037362453,0.005583358
1,0.12572332,0.19069722,0.100899614,-0.014750858,-0.23964362
2,0.10363228,0.19073299,0.009689242,-0.2543686,-0.2431206
3,0.11790806,0.034836903,-0.031313475,-0.29917005,-0.2779954
4,0.10211139,0.049006373,-0.16579854,-0.33842614,-0.14667754
,0,1,2,3,4
0,0.10793994,0.20573188,0.24875194,0.13860327,0.22445633
1,0.21514022,0.20277962,0.19808204,0.2500248,0.057694066
2,-0.08818282,-0.05828335,-0.021108871,-0.15307817,-0.13157867
3,-0.23381154,-0.26874182,-0.31477994,-0.27952373,-0.09578991
4,-0.15449749,-0.2240241,-0.14309806,-0.004858909,0.03799646
,0,1,2,3,4
0,0.086677305,0.04576228,0.043915346,-0.22764741,-0.2360628
1,0.096818686,0.19765857,0.13201609,-0.09059024,-0.30360243
2,-0.14509231,0.10739689,0.2993462,0.06767465,-0.10876139
3,-0.22938435,0.03710348,0.21581925,0.23878887,0.070637025
4,-0.34622216,-0.25033602,0.061538044,0.05305923,0.13725418
,0,1,2,3,4
0,-0.2176006,0.037406065,0.010410347,0.07477382,0.0725108
1,-0.12799588,0.030587832,0.13541186,0.10703736,0.05749494
2,-0.019350085,0.030674936,0.10759485,0.029873895,-0.116016224
3,0.041640397,0.09995699,0.07154349,-0.013531632,-0.044196486
4,-0.014246379,0.010416248,-0.017297758,0.108728886,-0.009391836
,0,1,2,3,4
0,0.07170864,0.0722642,-0.036796346,-0.12545736,-0.32011577
1,0.09806028,0.095968716,-0.023269393,-0.120475054,-0.20590238
2,0.09267557,0.12866394,0.10458607,-0.010774085,0.019874286
3,-0.002117191,0.142626,0.11862043,0.0915537,-0.032848045
4,-0.018371066,0.028681705,-0.05960964,0.10329165,0.13352548
,0,1,2,3,4
0,0.20696032,0.30477136,0.21274345,-0.060807385,-0.16069888
1,0.29887182,0.18281382,-0.16053681,-0.32755235,-0.15317571
2,0.2731484,0.042101316,-0.2503445,-0.46867213,-0.05731489
3,0.17265938,-0.13403799,-0.40764767,-0.36033198,0.07505401
4,0.026388044,-0.09646225,-0.24446376,-0.041291732,0.15989168
