,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,-0.20470594,-0.18484542,-0.058542103,-0.1213744,-0.10187396,-0.3330889,-0.23727752,-0.2578393,0.008892009000000001,-0.13124526,-0.005794113,-0.22081020000000004,-0.09136129,-0.10898706,-0.31750664,-0.035020936,-0.19780059,-0.13084777,-0.4219902,-0.32221025,0.31729159999999995,0.28701964,0.030988906,-0.35036242,-0.27788404
1,0.027047197999999998,0.11208354,0.004819299,0.07032989,0.020858023,0.041193802,0.047014147,-0.010756598999999999,0.052138112,0.042762972,-0.06397463,-0.053063400000000004,-0.05577419,0.10811662,-0.09876052,-0.023011431000000002,0.020098733,0.036334515,0.0448282,0.026630037999999998,-0.04235975,-0.0109605575,-0.012949332,0.08234885,-0.058262407999999995
2,-0.21248601,-0.40267742,-0.28744677,-0.0035810808,0.053766493,-0.44396442,-0.23016235,-0.10820531,-0.043455984,-0.08971801,-0.2247968,0.004448250999999999,0.06483023,0.06485977,0.09506321,-0.10970362,-0.19734116,-0.174878,-0.22153904,-0.18741755,-0.040423247999999995,0.078379035,0.1525868,0.08176399,-0.16927017
3,-0.036034424,0.016374728,0.04656386,-0.013528725,0.08993305,0.05014128,-0.042853083,-0.08455169,-0.09368954,-0.0073861885,0.09708219,0.0542568,0.013300591,0.123245865,0.10993195,-0.0005820949,-0.17247579,-0.062070537,0.08633015,0.12603587,-0.0017513095000000001,0.028296495,-0.0038092284999999997,-0.1516899,0.023671413
4,-0.05284651,0.08241693,0.15120728,-0.14705807,0.13201535,-0.12571399,-0.036226284,-0.092912026,-0.004344307,0.10804864,-0.054637242,-0.17071702,-0.22021513,-0.2922107,-0.29140395,-0.013579476000000002,0.10687973,0.075825855,-0.020418072,-0.060992323,0.10611991,0.11538746,-0.056104562999999996,-0.0001858327,-0.009189875
5,0.03177326,-0.0341946,0.030436762000000003,0.12205993,-0.015953626000000002,-0.008823429,-0.12151914,0.010079904,0.0011471125,-0.011341545,0.053258902999999996,-0.11371410000000001,0.05853380000000001,0.0330011,-0.047402382,-0.08620131,-0.016282447,0.13532479,0.11037867,-0.03977664,-0.117886625,-0.08683378,0.10770495,0.04918611,-0.03435314
6,-0.037317727,-0.18740635,0.09247194,-0.032391052999999996,-0.023710346,-0.10860783,-0.10797347,-0.07302563,-0.23651895,-0.062170725,-0.07804678,-0.03338438,0.14614534,0.0103703635,0.12084545,0.060761932000000005,0.035235163,0.052285384000000004,0.04543785,0.20150399,-0.073945366,-0.15610476,-0.07458801,-0.017616792,0.033644363
7,-0.07685692599999999,0.06789244,0.04337186,-0.026867852,0.091667,0.10958255,0.12616573,0.02414833,0.04472437,0.088268794,-0.004382735,-0.014386498000000001,0.08503954,-0.014862924,-0.0048126285,0.10041756,0.04391959,0.08322416,0.054560717,-0.023771697999999997,-0.098060146,-0.30482919999999997,-0.01722504,0.038277082000000004,-0.0024042677
8,0.103840716,-0.010162316999999999,0.010127974,0.092982315,0.01992039,-0.056148175,-0.13007285,0.045447383,0.08041969,-0.04763732,0.011480076,0.00926266,-0.016847387,-0.015878167,-0.106850006,0.014365322,-0.053254355,0.07025988,-0.01067854,-0.09810496,-0.12347372599999999,-0.05288191,0.14570412,0.08100031,-0.08493494
9,-0.032876555,0.042525962,-0.07114947,-0.025631085,0.037627852999999996,-0.002898373,-0.041600662999999996,-0.0036802771999999997,-0.006407304,0.09573777,0.009980269,-0.019378202,0.083797865,-0.053511333,-0.17264226,0.13490870000000002,0.063800834,0.11720761,-0.08010115,-0.030359973999999998,0.029988674,-0.15774132,-0.031828802,-0.05491904,0.07070075
10,0.11344459,0.1530904,0.13728225,-0.020434355,0.026109043999999998,0.05976717,0.036813606,-0.01490095,0.058771934000000005,0.054725222000000004,-0.05004033,-0.16948701,-0.06096939,-0.25686723,-0.23649432,0.00096980244,-0.053326264000000005,0.005188837,-0.074726135,-0.08287984,0.013754695,-0.09327958,-0.08929808,-0.057426613,0.0043044114
11,-0.23652081,-0.10460541400000001,0.061244216,-0.14229266,-0.06325088400000001,-0.14721808,-0.06561120599999999,-0.11391975,-0.04753879,0.10340166,-0.115841985,-0.17702009,-0.12362525,-0.37543383,-0.22477067,0.02276376,0.030547187000000003,0.04904802,-0.074542135,0.053198132999999995,0.123319894,0.044851575,-0.03179714,-0.0006264304400000001,0.11591300000000002
12,-0.0023900538,-0.13355878,-0.013201921,0.060062545999999994,0.047535874000000006,-0.072914764,0.042403482,-0.053938314,-0.024552274,0.03340309,0.06963464,0.09777348,0.10847384,0.08183063,0.09911494,-0.098997205,-0.09619527,-0.08999132,0.10970168,-0.028276226,-0.09704777,0.036671042,-0.13120793,-0.07921591,0.015219793999999998
13,0.06214219,0.04080388,-0.14594701,0.098397136,0.121963106,0.028499963,-0.14802020000000002,0.016100263,0.08300198,-0.033028472,-0.09596235,-0.0199693,-0.03998551,0.044940475,-0.035619408,-0.011204081000000001,-0.009364131999999999,-0.05649006,-0.011305023,0.042023215,-0.116914734,-0.10075872400000001,-0.07281614,0.08898586,0.06793791
