,0,1,2,3,4,5,6,7,8,9
0,-0.18793757,0.1072389,0.10902284,-0.1320819,-0.10211045,-0.15072057,0.15467204,-0.0365414,-0.14295395,-0.06314788
1,-0.052007627,0.056443468,-0.21832207,-0.119523786,0.017612474,0.059557363,0.10528296,-0.29485986,0.07704601,0.044202454
2,-0.16749455,-0.14633352,-0.022647284,0.03553023,0.04855783,-0.041184165,-0.28224263,0.036162157,0.048354145,0.026013268
3,-0.21085176,-0.060660604,-0.061741624,0.096978046,0.08607477,0.063400984,0.052998863,-0.13809867,-0.05578007,0.0650185
4,-0.119224116,-0.20985864,0.054532934,-0.1562651,0.117762335,-0.1278269,-0.29743347,0.10772184,0.08019111,0.032326307
5,-0.009488198,0.020993367,-0.01902088,0.022685384,-0.040508404,-0.088637374,-0.09062621,-0.094920985,0.03862626,-0.03074447
6,-0.051393952,0.15080093,0.09465426,-0.11010608,0.1253809,-0.018378235,0.13069086,-0.23725197,-0.040155016,-0.30561176
7,0.083031416,0.00034871048,0.025979234,0.046402346,0.10088403,0.01662969,0.016348412,0.014201573,0.07687084,0.0102879545
8,-0.22176191,-0.2919977,-0.17733833,0.12406877,-0.31468886,0.1170461,0.0308718,-0.19096994,0.033980098,-0.08364013
9,0.039429575,-0.061043315,-0.078968585,-0.039542865,-0.009101961,0.06603194,0.09340026,-0.011001751,-0.015433694,0.0036019564
10,0.03419316,0.039530735,-0.075649194,-0.05187671,0.03325422,-0.013517235,-0.013890809,0.034933798,-0.04571516,-0.031655062
11,0.084308624,-0.2659366,-0.13943778,0.09038287,0.0669369,-0.01324787,-0.051740807,-0.0071070483,-0.11486563,0.08033939
12,-0.080100134,-0.047364995,-0.0024584658,-0.0064080595,-0.0018448425,-0.017234564,0.039407752,-0.054094885,-0.0392546,-0.020594306
13,0.06059172,-0.09816139,0.002777494,0.0044818004,0.036063008,-0.014730053,-0.016209317,0.0769474,-0.046323687,-0.01490072
14,0.031249454,-0.18175592,0.09879218,0.08949768,-0.36473384,-0.03654752,0.056558922,-0.23126489,0.109979026,-0.1312697
15,-0.12981345,-0.16640544,-0.20085955,-0.16160256,0.064047754,0.080786206,0.11532773,-0.015314949,0.11471341,0.09081133
16,0.07835863,0.060121447,-0.03783368,0.062232126,-0.031851616,-0.06824922,-0.025257695,-0.014952417,0.03271872,-0.013221526
17,-0.06807988,-0.065896414,-0.036491346,-0.0096868165,-0.07034828,-0.0064297807,0.026184691,-0.00478486,-0.04727629,-0.025591042
18,-0.17141421,0.0011848803,0.12134242,0.08892855,-0.19575042,0.14024508,-0.16299608,-0.18678263,0.09194391,-0.059547935
