,0,1,2,3,4,5,6,7,8,9
0,-0.13411497,0.07626631,0.04530147,-0.12556036,-0.08372327,-0.09898098,0.15151738,-0.070242144,-0.12035668,-0.055612065
1,-0.03932876,0.06696887,-0.16671476,-0.121480964,-0.014004004,0.08282984,0.08999423,-0.18540092,0.07203662,0.020817647
2,-0.13285063,-0.13664626,-0.0038092984,0.012350977,0.034898944,-0.016511008,-0.25760153,0.015440718,0.029915858,0.04779317
3,-0.20399368,-0.054705333,-0.04523849,0.059013564,0.06390068,0.07349944,0.074701026,-0.11745782,-0.030995924,0.07118254
4,-0.13567284,-0.19378726,0.0703823,-0.1297363,0.084953845,-0.10364069,-0.19525376,0.06705264,0.089287184,0.061024737
5,-0.009488061,0.052738786,-0.019002737,0.022748187,-0.021541992,-0.083697595,-0.09062558,-0.06295227,0.0068821157,-0.03074203
6,-0.061946917,0.10024052,0.10826955,-0.1011886,0.1243437,0.0072361156,0.11717587,-0.18196815,-0.06591834,-0.20705153
7,0.08303145,0.00034871878,0.025979234,0.046402346,0.10128141,0.016630307,0.015730621,0.014201573,0.07687904,0.0102879545
8,-0.24851993,-0.23374818,-0.14570716,0.10324789,-0.24477212,0.088030405,0.05489695,-0.13742743,0.039819907,-0.048020825
9,0.039429575,-0.061043315,-0.078968585,-0.039542865,-0.009101961,0.06603194,0.09340026,-0.011001751,-0.015433694,0.0036019564
10,0.034199394,0.039476458,-0.07840199,-0.051657762,0.033254724,-0.013517201,-0.013878168,0.034934167,-0.033428434,-0.03165488
11,0.055651616,-0.20124497,-0.10762155,0.10068443,0.08246141,-0.024165818,-0.050040554,0.018179879,-0.08819412,0.0416086
12,-0.080100134,-0.047364995,-0.0024584658,-0.0064080595,-0.0018448425,-0.017234564,0.039407752,-0.054094885,-0.0392546,-0.020594306
13,0.06572151,-0.066894665,0.0027819115,0.004897784,0.0043585226,0.015447991,0.009514162,0.07914301,-0.04543183,0.015795967
14,-0.0366715,-0.12115382,0.07414114,0.11258206,-0.20921749,-0.051630873,0.033296,-0.1520184,0.092922665,-0.14815442
15,-0.09887833,-0.12131663,-0.15170808,-0.15227354,0.06736591,0.08205095,0.10257267,0.003481774,0.10724282,0.06776982
16,0.07985441,0.060160834,-0.03729516,0.062235303,-0.031881407,-0.067623876,-0.0283328,-0.0149520645,0.0332267,-0.012636069
17,-0.06807988,-0.065896414,-0.036491346,-0.0096868165,-0.07034828,-0.0064297807,0.026184691,-0.00478486,-0.04727629,-0.025591042
18,-0.18984516,0.008032751,0.11643116,0.07137238,-0.13098909,0.107154585,-0.10163325,-0.1595194,0.11133821,-0.035975687
19,-0.06114942,0.053160906,-0.022720335,-0.05034058,0.04376184,-0.11354646,0.10184337,0.089749694,0.106402054,-0.1127297
20,0.10485394,-0.08663652,-0.17035665,-0.028741539,0.10918531,-0.12042291,0.08317409,-0.12870452,-0.21746944,0.09215878
21,0.07272993,-0.05756928,0.028881079,0.027383562,0.039437678,-0.025280647,0.09118331,0.053335182,0.077717565,0.049481962
22,-0.1135318,0.064707994,-0.13820475,-0.23051813,0.10846165,-0.07020113,0.046600103,-0.066998884,-0.13848412,0.09950357
23,0.07434229,-0.11280418,0.025053464,-0.0040714745,-0.2736156,0.064377815,-0.03384495,0.039769594,-0.04740959,-0.020303676
24,-0.01669214,0.011180284,-0.030794589,0.03316752,-0.025821207,0.06618325,-0.0074242116,0.015156429,0.017166791,-0.0048286533
