0,1,2,3,4,5,6,7,8,9
-0.008735988,0.005536535,-0.045468617,0.0014047483,-0.016410481,0.051850103,-0.08808109,-0.034756597,-0.09746765,-0.032736093
0.11754911,0.12509702,-0.07382001,-0.10417417,-0.17566615,0.0744601,-0.10060225,0.09410563,-0.09131858,-0.107788056
-0.11299171,-0.06769717,-0.13031936,-0.19331357,0.05463765,0.07374336,0.094269596,-0.121736564,0.07341713,-0.18618472
0.04119066,0.048088048,0.033646155,0.0814809,-0.16016318,0.057346184,0.04681498,-0.25226754,0.026312087,-0.09623312
-0.07212239,-0.12928827,-0.14297345,0.1617984,-0.075285725,0.10429555,-0.10112988,-0.11945562,-0.1292147,0.13940859
0.026865622,0.0968136,0.06802009,-0.2840889,0.1090087,-0.120489135,-0.021267926,-0.054537263,0.026933437,-0.0867688
-0.33222866,0.05064498,-0.114349134,0.14889789,-0.19755834,0.07000275,-0.15506993,-0.07190157,-0.044848584,0.14014556
-0.2941763,0.014218875,-0.31531534,-0.04591545,0.055983964,-0.18465656,-0.09006445,0.08225523,-0.122672476,0.09678954
-0.14985245,0.12765868,-0.16687374,-0.1436622,0.11547454,-0.07048738,-0.23564516,-0.12524755,-0.09082559,0.13301195
-0.015475976,0.025559759,-0.04156892,-0.022978526,-0.023138694,-0.026067965,0.0020404623,0.03328529,0.008712156,-0.01543473
0.10600119,-0.18180402,-0.17655098,-0.027598947,0.0981407,0.08448441,0.085401915,-0.03484326,-0.048297606,-0.16866429
-0.008951838,-0.00038066023,0.057124045,-0.037645284,0.031827874,0.051982187,-0.021517308,0.016983956,0.08035791,-0.013181421
0.08631535,0.09279649,-0.013220724,0.020178482,0.045502108,0.017730353,-0.040313303,-0.04135524,0.028378211,0.022719532
-0.20230171,0.06079334,0.049928013,0.013730387,0.057861097,-0.28983524,-0.12800986,0.027677217,0.042852294,0.07913184
-0.097925514,0.02318804,-0.23844019,-0.27430713,0.11125116,-0.06092155,0.12794213,-0.09486103,-0.13116321,0.12662628
0.085086495,-0.2478162,0.0527189,0.0033559466,0.04114869,-0.20652182,-0.013004851,-0.24900794,0.061637867,0.07682039
0.00042705672,0.10977773,0.11993154,0.07879351,-0.2479211,-0.23646975,-0.12228042,0.09624761,-0.04203376,-0.17021587
0.076158896,0.014673621,-0.0047124564,-0.05673091,0.008513493,0.01859768,0.013301601,0.0028607626,-0.041315746,-0.051159192
0.056789756,-0.0064814985,0.04824846,-0.014201278,-0.032714292,0.01782283,-0.037298743,-0.044612873,0.0043758336,0.021074936
-0.050686818,-0.21304725,-0.23492222,-0.11896277,0.0848039,0.10185874,-0.0005649789,-0.13382074,0.06093191,0.04086169
0.081953794,-0.03547185,-0.2738429,0.006939459,-0.13060889,-0.16123232,0.09265658,-0.21100335,0.097443804,0.049952786
-0.15067652,0.12347632,0.049815606,-0.20919164,0.119047664,-0.015881784,0.11687154,-0.062297907,-0.18881294,-0.1286454
-0.17746313,-0.111570604,-0.09589126,-0.14829949,0.048100766,0.068683505,0.08475587,-0.17930348,0.09283463,-0.2422145
-0.011242977,0.15806817,-0.08583289,-0.06124353,-0.10264683,0.120986044,-0.11323353,-0.15781027,-0.16921182,0.047429435
0.022096049,-0.012785399,0.057681277,0.07729464,0.040219348,-0.12990706,0.03441734,-0.061743114,0.030025378,-0.29587075
-0.058139745,-0.15875588,0.1369969,0.09484116,-0.33392984,-0.16172773,-0.02076391,-0.1318534,0.08721125,-0.03292367
0.07466159,-0.19964023,0.15491118,-0.06721544,0.017806761,-0.0464583,0.13342965,-0.2297922,-0.12905519,-0.061372545
0.07805941,0.017948367,-0.004068844,-0.03977607,0.020775586,0.046760216,-0.025546826,0.07045362,-0.021677202,0.029868498
-0.2529383,-0.077384755,0.06118881,0.028473925,0.07828383,0.022555826,0.05951353,0.068222,0.08089789,-0.24678615
-0.04269195,0.032833688,-0.0785895,-0.036551125,0.012383003,0.047173753,-0.076316975,0.039099164,-0.042646307,-0.025284262
0.050471973,0.035887793,0.07204377,-0.030942598,0.02382062,-0.043903768,0.017236546,-0.02700242,-0.09164324,0.03604841
-0.2781461,0.109163515,-0.10779943,0.07517494,0.08455001,0.0492339,-0.14939198,-0.1381101,-0.043772917,0.0705686
0.06845021,0.061021604,-0.2471018,0.0780549,0.0025461495,0.06910096,0.075842574,-0.13509768,-0.07290303,-0.24465704
-0.020758072,0.02393441,-0.045038193,-0.03616907,-0.011649255,-0.07100956,-0.015826838,0.04427608,0.02595988,0.016199842
0.1273391,-0.19442865,-0.08021133,-0.080716215,0.0027118768,-0.13626684,0.11359271,-0.23072268,-0.25982204,-0.047577094
-0.14586706,-0.20325443,-0.2380988,0.06916271,-0.0017715788,0.121153496,0.03614625,-0.16169375,0.12716702,0.12955123
0.03264247,-0.026857454,0.0019746888,0.022704965,0.03104168,0.008493048,-0.0042855022,0.012409341,-0.0077672377,0.03243289
-0.14633377,0.045828406,-0.090464145,-0.19230612,-0.020696899,0.07428595,0.02314733,0.117815204,0.049706608,-0.17604959
0.10785718,-0.15053737,0.02770846,-0.1276996,-0.13753125,-0.0611005,0.06267095,-0.32165483,-0.14302075,-0.05423884
0.07776353,-0.27870733,0.01657608,-0.10737086,-0.118574664,0.06980078,-0.10410942,-0.19813074,0.14416552,0.022542352
-0.069066375,0.116811104,0.1064042,-0.20976381,0.13769157,-0.08914149,0.03218371,-0.04813697,0.07680316,-0.1940993
0.08703046,0.13058186,-0.16195123,-0.17127222,0.13899618,-0.073742054,-0.040892996,0.12643073,-0.16107112,-0.02996297
-0.02934013,0.0078457,0.036204636,-0.0072011515,0.0085501615,0.07154465,-0.015026579,-0.00069856027,0.02875256,0.043707203
0.047801413,-0.032666154,0.030408664,0.027517192,0.06342143,0.00032225606,0.033397827,0.007491485,0.040398348,-0.012907498
0.11758488,-0.1337491,-0.16482541,-0.18578057,0.021962337,0.076280735,-0.05062054,0.14206463,0.009814031,-0.060186215
0.040102232,0.040571686,0.048776045,-0.031353626,0.010012941,0.0101628825,0.0064583006,-0.01125762,-0.00701407,0.0038661219
0.0018999886,-0.13963248,0.20771685,-0.106577836,-0.24785668,0.084979795,-0.2439375,0.044935297,0.017072849,-0.10503443
0.0783627,0.07456884,0.05391927,-0.2826431,0.07931115,-0.18450744,0.04562056,-0.1603933,-0.051659234,-0.07503947
0.20686448,-0.02823286,-0.17658395,0.09638438,-0.021536179,-0.15016761,0.14796884,-0.18905364,-0.16054523,-0.06275137
-0.1274506,-0.059332058,-0.08903535,-0.12142564,-0.18496086,-0.22883907,-0.33219466,0.13257588,0.018384108,0.000931067
-0.06534464,0.05740742,0.1515087,-0.11890376,-0.0840122,-0.15795161,0.08965744,-0.22737359,-0.15341711,-0.14912091
-0.051460624,0.039374635,-0.2398858,-0.10224763,-0.15626615,0.07505057,0.061624352,-0.1959621,0.06203162,-0.019632418
-0.1462437,-0.19390766,-0.058489714,0.16049136,-0.12082327,0.06929246,0.14173669,-0.07613385,-0.079420865,-0.25076753
0.041913565,-0.12350568,0.081827395,-0.23689646,0.11283639,-0.05120649,-0.013567046,0.081403114,-0.22227366,-0.14576043
0.085819654,-0.211711,0.0073118443,-0.100335345,-0.2648347,0.055351555,0.07938397,-0.15084611,0.038288962,0.028391888
0.09151388,0.0856595,0.1138013,0.039887883,-0.22608958,-0.14896062,-0.14155944,-0.015860349,0.09317585,-0.20188156
0.09146016,0.2160836,-0.13813704,-0.11951756,-0.12218777,0.12198281,-0.049788594,-0.12436935,-0.02953657,0.08439652
0.039129958,-0.031261787,0.01741244,-0.02058317,-0.030236492,-0.015708718,0.09660149,0.041795325,-0.024706371,-0.00062148663
0.06822621,-0.122865915,0.026181923,0.0065408,-0.26123264,0.022674134,0.058208182,-0.14157075,-0.023502752,-0.13355489
-0.018032042,0.17123786,-0.09119407,-0.09598825,-0.18021464,-0.08647179,-0.1441074,0.193256,-0.0034501085,-0.114736974
-0.12396451,-0.060159624,-0.08035524,-0.13049634,-0.0025856732,-0.04386358,-0.08623781,0.052659392,0.018589986,0.060812924
-0.076398015,0.003059832,-0.015631594,-0.047114573,0.036934607,0.08036082,0.0002345154,-0.028954837,-0.062224798,-0.06962277
-0.001597969,-0.016370803,0.041293908,-0.014351286,-0.08472227,-0.015371181,0.004229818,-0.02537887,-0.019226933,-0.078862585
0.113837406,0.058559883,0.123476945,-0.16758767,-0.10677883,0.041315198,0.12394104,-0.16617164,-0.1689194,-0.24066985
-0.04593437,0.01235495,0.013409718,0.0077584772,-0.07589865,0.01592399,-0.008595651,0.015603498,-0.0395032,0.09106607
-0.15385714,-0.16249824,0.15620098,-0.13993962,0.08540701,-0.0920245,-0.15159798,0.12073965,-0.07659961,0.08561181
-0.11044726,-0.03202486,0.06194256,0.07498856,0.05557437,-0.27331474,-0.20683253,0.08363482,0.047006235,-0.006133483
-0.15269905,-0.23227824,-0.14545071,-0.14806646,0.08540112,-0.16165876,-0.19609801,0.08008412,0.15626867,-0.02242523
-0.18625486,-0.086742975,-0.0679155,0.030193273,-0.123521954,-0.06269303,-0.16150421,-0.04115554,-0.06222624,0.2056486
0.06761534,-0.14151312,-0.016911004,-0.06336132,0.12130888,-0.13876833,-0.19239588,0.10535647,-0.12465799,0.15348057
-0.05724898,-0.03835227,-0.007839832,-0.044734992,-0.023598313,-0.09373465,0.0042383154,-0.07880365,-0.060370397,0.062096708
-0.025847496,0.01780684,0.02929094,-0.0021421134,-0.018863577,-0.059214573,0.0031650562,-0.017699353,-0.035871554,0.033367828
0.03094151,-0.22918083,0.07739955,0.08000657,-0.23217067,-0.036237627,-0.054066025,0.04417715,0.083357364,-0.05770873
-0.20074967,-0.1789498,0.06457784,0.068216085,-0.023433011,0.0944978,-0.23965567,0.07245742,0.054263406,0.05296764
0.069688015,0.020969097,0.013057228,-0.00019066587,0.036187064,-0.035482474,0.041250918,-0.06277561,0.04083391,-0.0573173
-0.028562704,0.040342703,-0.03137875,0.008554401,-0.045540668,0.028404014,0.01894646,-0.034292456,-0.017821291,0.055828772
-0.13775334,0.10224226,-0.04981634,-0.19965065,0.07319251,-0.15726735,-0.07425724,-0.10239487,0.05137758,0.03145832
-0.23257895,0.08544763,0.07619604,-0.09865819,-0.11485252,-0.08054456,-0.1978865,0.11504138,-0.113160595,0.07389784
-0.04810704,-0.0024586993,-0.04787451,-0.060450584,-0.06852206,-0.030309403,-0.012871129,-0.031101383,-0.06155557,-0.015076905
-0.005521945,-0.024708882,0.0043263324,-0.0383587,-0.020688403,-0.04603087,0.047237463,-0.02451298,-0.049018536,0.043401346
0.07193766,-0.121162094,0.07408904,0.08570678,0.18757519,0.07135823,-0.18816651,0.012789311,-0.23694912,-0.09456553
0.12950653,0.0042334665,-0.178317,0.10456494,-0.2566459,-0.041711465,-0.07339684,0.064959,0.11218968,0.061602294
-0.006323691,0.018433264,0.018730383,0.019391613,0.027563395,0.055232972,-0.08895527,0.036510013,-0.077294014,-0.018203903
0.04784489,-0.053820245,0.022664078,-0.004629816,0.028799018,-0.08524596,0.036810476,-0.06082034,0.0020648954,-0.027736966
0.10524891,-0.24484982,0.12569442,-0.12791207,-0.2761647,-0.16603859,0.040419582,-0.06884804,0.11401947,-0.00031561832
-0.028604522,-0.2816426,-0.21873057,-0.07288602,0.063025974,0.10735862,-0.0004852121,0.11971116,0.014883821,0.04504277
-0.03581905,-0.08351425,-0.060814153,-0.024169566,-0.016187092,-0.05670836,-0.05752243,0.024239417,-0.018525932,0.014870839
0.018746877,0.017436301,-0.038507443,-0.04401954,-0.01528277,-0.013901587,-0.057202853,-0.06881664,0.066206075,-0.040823165
0.15627252,-0.0152345365,-0.16974466,-0.123030186,-0.16065831,-0.20466708,0.043162644,-0.087157845,0.049785096,-0.044388674
0.043033168,0.14814456,-0.07022615,-0.075320534,0.06814268,-0.17826477,-0.038402844,-0.27721265,0.11392364,-0.06791266
-0.07791238,-0.16181779,-0.039570395,-0.13872628,0.09728834,-0.103234425,0.1236558,0.13308491,-0.27005336,0.005695332
0.0021684065,-0.061626483,-0.010005764,-0.0133837,-0.012643842,-0.08717442,0.036240924,0.026792925,-0.03895124,-0.0042135664
0.08489361,-0.08026448,-0.033099,-0.01143005,-0.014130153,-0.0042988393,0.032838877,0.041299652,0.03297608,0.01730621
-0.29515433,0.07184236,-0.23511069,0.082393296,-0.08444297,0.08032385,-0.029275354,0.036186293,0.09523498,0.012416578
0.04830857,0.03945458,0.08272636,-0.26171303,0.04663046,-0.17470412,-0.005985202,0.03724897,-0.012358875,0.0038770563
0.041665997,-0.010609749,-0.28256914,-0.09299127,-0.19636165,0.08524022,0.13587111,-0.08561816,0.10034952,0.09254529
-0.37702608,-0.039384298,0.089891165,0.08876128,-0.19290932,0.100471154,0.04122037,-0.2334168,0.031291533,-0.09566465
-0.03402938,0.07774131,0.046869148,0.03746316,-0.12465654,-0.10227082,-0.29109412,0.10456227,-0.24303433,0.09190358
-0.00027312117,-0.25142974,0.037936866,-0.09966002,0.089836374,0.097343214,0.09777521,-0.16441345,-0.21396422,0.030895337
0.14724363,0.07892008,0.15154509,0.015620516,-0.3021604,-0.028497761,-0.00437487,0.11934402,-0.00019133046,-0.25499636
-0.09186567,-0.21135984,0.03127063,0.053822946,-0.058360923,0.09798368,-0.119068615,-0.10790342,-0.24087648,0.10184665
-0.010901903,-0.037939113,0.0076271202,-0.054413997,-0.014638284,0.0271487,0.014968868,-0.00504031,-0.07105724,0.0028420596
