,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,0.053933468,-0.0069573564,-0.006700183,0.06387612,-0.10624191,-0.031034878,0.04104676,-0.021229144,-0.037581302,-0.0028143658,0.030330537,0.11698396,0.03545525,0.0003421629,-0.023380384,-0.038320147,0.014852447,-0.0038757548,-0.010747445,0.12795807,0.043662187,0.035990745,0.08627502,0.058642536,0.010835184,0.07004391,0.03137462,-0.013504209,0.05765936,-0.07519769,0.0083724465,-0.0041362373,0.078933045,-0.01694957,-0.049143314,-0.030067666,0.059913512,-0.040183164,-0.019569198,-0.0052176854,-0.06222751,0.0654682,-0.06658135,0.06862002,0.012599113,-0.004360237,0.07878709,0.032026034,-0.079701304,0.024323123,0.033833604,-0.0061111865,0.012249463,-0.02521187,0.057501294,-0.044697635,-0.006679279,-0.0112576485,0.019992912,-0.032098547,0.04751164,-0.036822878,0.063447244,-1.4456061e-05,-0.022703897,-0.0197136,-0.026422184,0.0009962899,-0.09011411,0.023167808,0.09568443,0.1016479,-0.008010238,-0.074847564,-0.010625513,0.028575081,0.032084577,-0.042542774,-0.06009097,0.0064281453,0.004380505,0.02253503,-0.08015296,0.07120613,-0.056776393,-0.012317761,-0.0015582043,0.029159432,-0.072409146,-0.014686621,0.047788642,-0.010738331,-0.0031412735,0.030970199,0.0044032363,0.03940896,-0.11934611,0.022414759,-0.040160067,-0.0023580557,0.020772943,-0.04681206,-0.033721525,-0.01153366,-0.05842599,0.0815606,-0.12385362,-0.06927431,0.012054477,-0.005580934,0.052940372,0.074782215,-0.011825781,0.018745663,0.03265538,0.03281017,-0.004845059,0.026146008,0.068211146,-0.0700921,-0.055170096,-0.04773799,-0.064635605,-0.030368961,-0.025117787,-0.009195578,0.047342062,-0.0017789417
1,-0.035467885,-0.023973053,0.0038577137,0.033088736,0.03915869,0.037497148,0.034065578,-0.018744247,0.022368725,-0.10231716,-0.04408433,0.061834753,0.025843471,-0.00043175934,0.036881533,-0.06765898,0.04671329,-0.06986778,0.013610708,0.1247263,-0.071889184,-0.025387034,-0.028993078,-0.03159548,0.040278345,0.003964072,-0.05687285,0.08424463,-0.04049569,-0.06573077,0.056466468,0.015040286,-0.03052727,0.014168533,-0.042165723,0.0359342,-0.070133835,0.061366428,-0.11558593,-0.07156649,-0.059201885,0.07176918,-0.08578919,0.022193484,-0.05382799,0.028678237,0.018866178,0.043789156,-0.009351142,-0.064633206,-0.088971324,-0.058092818,0.04129321,0.11707063,-0.041356124,-0.013257535,-0.061235547,-0.10135158,-0.08732731,0.0055818306,0.022545984,0.055926014,-0.001372337,-0.053290725,0.03615459,-0.08164964,-0.032079253,0.061506826,-0.029604243,-0.009452906,-0.027376937,-0.014516236,-0.11462743,-0.062221438,-0.015643802,-0.09195004,-0.016832517,-0.020335875,0.020096093,0.01696824,0.047762215,-0.038569957,-0.013203276,-0.11343402,0.036891665,-0.0023720416,-0.011416791,0.024373215,0.07003335,0.005387432,-0.0059410552,-0.07689296,-0.026440743,0.08481726,-0.04808475,0.07598407,-0.030462867,-0.043078247,-0.032808155,-0.041147448,-0.018524177,0.03042489,-0.0061604013,0.032112736,-0.022701498,-0.0059831976,0.036483493,-0.04085407,-0.078347094,-0.120373316,-0.068295695,0.011960433,0.0127695715,-0.0022133586,0.06606462,-0.06066102,-0.06724251,0.0948159,0.02675518,-0.003456775,-0.06307658,0.018093025,0.052735154,-0.034257397,-0.08952323,0.045115493,-0.07388956,-0.01708988
2,0.013017075,0.056781292,0.04413707,-0.020315124,0.0052055647,0.00033590582,-0.031310096,-0.061925896,0.013585554,-0.056630965,0.08014737,0.10452241,-0.0260177,-0.037901644,-0.063016556,0.07495853,0.056765668,0.013820216,-0.07405735,0.032824844,-0.0035722759,-0.057792604,-0.03701994,-0.015358895,0.012939169,-0.031863004,-0.08470398,0.092197515,-0.08698048,0.004048838,0.036116358,-0.088415705,0.033374045,-0.079840295,0.07831978,-0.042610526,0.008474739,-0.0010738913,-0.009223273,-0.018071448,-0.080574505,-0.009635143,-0.016828028,0.09583334,0.03585639,0.014816477,-0.063971974,0.012142547,-0.0570534,0.03257039,-0.031858146,0.018863166,0.06424793,0.08836051,0.07828453,0.026360082,-0.01029275,-0.057587784,-0.042855285,0.09173017,-0.028460698,0.0640166,-0.06375286,0.009583124,0.09136477,0.0375661,0.0027922282,-0.0114387,-0.0860926,0.0011963319,0.008126631,-0.018201483,0.056315802,-0.011709881,-0.016784037,-0.0617128,0.035965104,-0.030899886,0.04263104,0.0028695944,-0.03309675,0.05125649,0.024389986,-0.06983171,0.00013734627,0.012832207,-0.083460614,0.02176873,0.02403393,0.046268687,0.022445353,-0.07138375,0.0057729576,0.0717205,-0.025273101,-0.07250144,-0.108415805,0.034365945,0.043094654,-0.049448237,-0.014773807,-0.033627935,0.008210574,0.08091598,-0.07594697,0.004273168,-0.039918397,0.06740475,-0.071664646,0.09760645,0.024025284,-0.05897727,0.05214381,-0.0014199812,0.04481702,0.02515202,-0.029639835,0.004514018,0.06460043,0.0739063,0.05942273,-0.07523707,-0.020569487,0.044204816,-0.047887303,-0.02379432,0.0709871,0.005395668
3,0.0047497787,-0.04340995,-0.08250335,0.10749339,0.023524646,0.03603937,-0.02826569,0.077044494,0.012211219,0.030926617,-0.016986817,0.03524029,0.021642014,-0.05016803,-0.13322224,0.019005524,0.01941122,0.0029982834,-0.011562885,0.12357693,0.073412046,-0.074763425,0.061878562,0.01899863,-0.040082432,0.023842031,-0.07635371,-0.0040100426,-0.12011832,-0.0016005225,0.04978688,-0.0291208,-0.08837952,-0.07240694,0.038002826,0.01876809,0.008522856,-0.03303712,0.008178094,-0.08143736,-0.028531855,0.09346616,-0.0003642938,0.06068512,0.011472809,-0.05950935,0.021502616,-0.101375654,-0.03470638,-0.04086775,-0.058662374,0.06078718,0.044127867,0.0507774,-0.067925036,0.025610687,0.00794686,-0.0061701885,0.06060281,-7.3599986e-05,-0.03574901,-0.020514403,-0.06941841,0.042881038,0.024645934,-0.011686016,-0.02305605,-0.05670039,-0.06085206,-0.03495373,-0.035254735,0.078536406,0.08677352,-0.030344162,-0.028466431,-0.078356,-0.05627918,0.0035683108,-0.033076804,0.009049905,-0.019786391,-0.048046753,0.040074494,-0.0013855674,-0.03291997,0.008010265,-0.049238104,0.016435495,0.023771748,-0.054960854,0.029076058,0.051816735,0.102992386,-0.03485179,-0.07701275,0.08380671,-0.024709363,-0.05831566,-0.011173742,-0.06948913,0.042981513,-0.04065954,0.038630936,-0.050004594,0.02009915,0.024777079,0.018871967,-0.028313305,-0.07900966,0.006400671,0.024860945,-0.059714843,-0.050623037,-0.0869453,0.0028848678,-0.021617167,-0.016172202,0.094958656,0.093992084,-0.03354172,0.0643301,0.013684956,0.03833255,-0.030335454,0.01666422,-0.014734964,-0.067803144,0.029216073
4,0.026153695,0.06820392,-0.06704278,-0.027370496,-0.08071516,-0.047099512,0.057361305,-0.09916032,-0.082674734,-0.07855637,-0.003590224,0.06306827,0.025640678,0.0476365,0.019154465,0.08664588,-0.04515033,-0.038787793,-0.0110606095,-0.075476214,0.122117154,0.0030055265,0.13922358,0.005789955,-0.009013916,0.011948523,-0.014952823,-0.08155007,0.03236359,0.048435677,0.06283354,-0.045710966,-0.0602616,0.06663526,-0.058633428,-0.025414107,-0.02222082,0.15863115,-0.043709505,0.0914246,-0.008615938,0.0024818447,-0.06603098,-0.08310532,-0.037724566,0.06074618,0.027924005,-0.031451643,-0.019933168,0.056854744,0.056907978,-0.079859376,0.05641299,0.09497597,-0.03885708,-0.027754186,0.060944706,-0.0009376039,-0.021176852,-0.09307786,0.017306075,0.05446696,-0.024157627,0.010305625,0.0053181867,-0.0160088,-0.05282015,0.02147051,-0.08198052,-0.075054765,0.08256433,-0.05250538,-0.029827405,0.012771769,0.03803057,0.06109078,-0.035554253,0.0331252,0.13469696,0.14531305,-0.024300708,-0.15957658,0.012251308,-0.017529095,-0.0017179567,-0.0075037507,0.032215107,0.038338434,-0.055924762,0.027111191,0.117242604,0.08882767,0.07082133,0.043898072,-0.011830921,-0.031187374,-0.03648783,-0.14284766,-0.05056539,0.0506837,0.047146626,0.11248313,-0.009669721,0.0149119925,-0.05265831,-0.07481707,0.01725587,-0.05438125,0.028779639,0.007026754,-0.011552935,-0.008622821,0.030769076,-0.005909004,0.0670573,0.0059275073,-0.038086496,-0.028736357,-8.292105e-05,0.00046898928,-0.08154149,-0.0683217,-0.09631101,-0.0016099168,-0.004197547,0.013703867,-0.013663448,-0.08590285
5,0.06515817,0.01986008,-0.04104876,-0.0367587,-0.06249097,0.04942689,0.05724426,-9.60604e-05,-0.036841575,0.015159176,0.009963381,0.012326025,0.004058862,0.0149446335,0.047689598,-0.04384725,0.03873941,0.002012973,0.04348969,0.004059448,0.029014323,0.021273892,-0.021217853,-0.037341196,-0.004191129,-0.0022662363,-0.07798049,-0.020588975,0.001418564,0.012042506,0.020904068,-0.059059534,-0.0018144844,0.01686526,0.0036442028,0.058416955,0.016619952,0.052788682,-0.10376957,-0.022346094,0.07301019,-0.017804615,-0.018266987,0.0006046893,0.0032456478,0.05671454,-0.0062948884,-0.08021427,-0.008283697,-0.020566816,-0.020705806,-0.010880266,-0.035417106,0.029038299,-0.08484392,0.022956055,-0.080785066,0.044912852,0.057255972,-0.08297851,-0.02256845,-0.023377586,-0.020523852,-0.043851182,0.04980105,0.0024319764,0.0044401325,-0.025673788,-0.08030028,-0.052315883,-0.06761979,-0.016639255,-0.02313916,-0.0810579,-0.08481622,0.023415266,0.06642932,-0.015934693,0.045391317,-0.13028358,-0.08126777,0.026223607,-0.08048347,0.0022266866,0.103504725,-0.01232854,0.0378775,-0.01442191,0.07187313,0.051143445,0.04097402,0.010622955,-8.036481e-05,0.060432784,0.036732756,-0.04856865,0.07140751,0.0077813994,0.006663357,-0.051109176,-0.022282397,-0.019497614,-0.03439505,0.051863745,0.027510967,0.0668399,-0.0011197012,-0.074668646,-0.060389392,-0.046648182,0.025056643,-0.0045063146,-0.07020576,-0.007789895,0.059618447,0.006679049,0.016558692,0.022999322,-0.035240084,-0.033003483,0.0853838,0.043034546,0.028089656,-0.0014619257,-0.018135792,-0.006062078,-0.089233436,-0.005806648
6,0.12123416,0.021194829,0.05104996,0.05786005,-0.04070663,0.0789159,-0.043800224,-0.08070222,-0.021513855,-0.012616158,-0.08748376,-0.056191526,0.02573799,0.020005234,-0.063860536,0.063143134,0.017914448,0.03452217,0.023787454,0.17927264,-0.062504634,0.04862428,0.09991822,0.03123135,-0.004396949,-0.06138931,0.001547078,-0.043521572,-0.10256062,-0.004664675,0.057541616,0.09048539,0.026510224,-0.044573616,-0.027806014,-0.08395223,0.020191008,0.043851577,-0.06255814,-0.014020564,0.015580788,0.015359744,0.059021275,-0.11182246,0.056960415,-0.019397344,-0.012418433,0.014905907,-0.025515277,-0.017914876,0.052835293,0.003953447,0.11087192,0.06577839,0.014785353,-0.057417,-0.07407873,0.02923524,-0.0020526955,-0.011573958,0.1089135,0.027213337,-0.036534414,-0.045094665,-0.03404094,0.023668937,-0.08813998,0.020367358,0.05231892,0.027803954,-0.045164492,-0.046582416,0.023153886,0.01355322,-0.042760823,-0.06803749,-0.011065275,-0.018338358,0.049992345,-0.04507966,0.018233718,0.07886211,-0.057066217,0.039934,0.057693325,0.017202748,0.0004121415,-0.03476039,0.15426017,-0.103465036,0.029745413,0.003104779,-0.037571866,0.058736876,0.02036103,-0.113095425,-0.10255731,-0.0785813,0.028858261,-0.022298712,0.03347217,-0.08560643,-0.06648463,0.008108556,-0.05670027,-0.01793966,-0.08626943,-0.04483781,0.034290787,0.023376392,0.02945225,0.030179502,-0.13182007,-0.027219715,0.06391795,0.00975455,0.007883092,-0.109621584,-0.013174995,-0.047443546,0.031281084,-0.06932902,-0.042400442,-0.17984705,0.010764446,-0.014464808,-0.024699604,-0.06644791
7,0.05703955,-0.0068654167,-0.08442473,-0.033416033,0.01320793,0.04260323,0.04889089,-0.05585633,0.039800853,0.036531944,0.00086038344,-0.026992094,0.054847784,0.018087057,0.03626392,0.011840436,-0.0046036807,-0.04040776,-0.10443366,-0.090823606,0.11779845,0.0045907055,0.08738343,-0.022486398,0.0062435004,0.0064864773,0.07193725,0.060774572,-0.009156999,-0.025470736,0.041210406,0.059190214,0.066920035,0.0046485225,-0.0011800487,-0.010534675,0.013086453,0.11668036,-0.083863996,-0.041132525,-0.03291458,-0.008975393,0.04246959,0.02883811,-0.103893444,-0.14591844,-0.090560324,-0.03298202,-0.056652617,0.022570567,0.053719897,0.017375454,0.021714602,0.01844763,5.1561627e-05,0.017650208,-0.029125135,0.0003844238,-0.049304355,0.043432247,0.017163958,-0.051190734,-0.108567,-0.11412811,0.009150644,-0.028349804,-0.066470526,0.01991242,-0.03902709,-0.002350224,0.08963676,-0.007830227,-0.050952155,-0.099412255,0.024643578,0.03889571,0.07493136,0.13097061,0.041078098,0.022611361,-0.05085179,-0.020683842,-0.07347598,-0.029368488,0.072776616,0.0066705556,0.0065487525,0.16240002,-0.036322314,-0.10340678,0.035332862,-0.021993743,0.054428257,-0.061812937,0.03264106,0.071603335,-0.0059477007,-0.09460323,-0.02758488,0.049849868,0.038996577,-0.08695038,-0.08063521,0.04327533,0.050019726,0.036974963,0.05661048,-0.025348803,0.12427023,0.06622848,-0.026629558,0.036484927,0.11137991,-0.074337706,0.060198396,0.07289267,-0.030086352,-0.019048076,-0.0045388187,-0.06011151,0.042081036,-0.067200676,0.0013718077,0.105845936,0.0670363,0.05806092,0.021956814,-0.08749048
8,0.14799568,-0.14219649,-0.0022334906,0.024428526,-0.022901868,0.08003639,-0.011757589,0.032901075,-0.051944945,-0.0049795243,0.037066434,0.0065870383,-0.051017858,-0.0036161153,0.04225103,-0.059721563,0.05811551,-0.059053045,-0.09185603,0.10691003,-0.08180293,-0.024423447,0.061556168,0.05598645,-0.016280066,-0.0485091,-0.002415779,0.06344975,-0.069512,-0.08282004,0.0033619385,-0.02172911,0.04886701,-0.16406834,0.09666015,0.08593819,-0.06422715,-0.02730647,-0.022094682,-0.022682719,0.012121856,0.06441472,0.051635504,0.07532467,-0.077804856,0.07396919,0.081363425,-0.009410127,-0.03797515,0.019408662,-0.016438415,-0.0018469752,0.20448272,0.11347089,-0.016100153,0.014026403,0.0049681286,-0.044285383,-0.08880035,-0.081117265,-0.027596049,0.069453835,0.07927049,-0.10490157,-0.023528388,-0.07189153,0.13716473,-0.16643071,0.044095162,0.006624224,0.111325964,0.012377852,0.073125474,0.08542547,0.063823126,-0.019560248,0.029956365,-0.112127855,0.032999825,-0.08356894,0.010044139,-0.050622728,0.004812868,-0.0832458,0.0072896173,0.009996993,-0.04596055,0.090406746,0.046566427,0.0036669,0.03602514,-0.014813612,0.121144086,0.035818335,-0.09614124,0.074047245,0.12312107,0.09608127,0.014486537,-0.0014573297,0.10582289,-0.07283234,0.031530514,0.004683866,0.00899379,0.14531873,0.13984121,0.12360829,0.08613215,-0.061327074,0.04133957,0.043560233,-0.022750612,0.01613827,-0.13159588,-0.08584845,-0.08596709,-0.009737474,-0.07949824,0.08065136,-0.030091153,0.043740567,-0.052451883,0.0016478634,0.057618853,0.036409073,-0.00030325382,0.009600597
9,0.063717514,-0.05724046,-0.027375333,0.04260534,-0.00023599312,-0.029783702,0.07679703,-0.020522313,-0.016896982,0.014823214,-0.00021160554,0.0013094601,0.0474722,0.08518065,-0.06058198,0.010923337,0.014961418,-0.004726074,-0.0029944784,0.05151038,-0.025391338,0.088173434,-0.0046363687,-0.05338801,-0.018722462,-0.044032626,0.016295541,-0.026854562,-0.043306086,0.020250453,0.0050885286,0.054317053,-0.027638406,-0.051338445,0.061987903,0.038341045,-0.006734433,0.07163384,-0.12604003,-0.08390226,-0.04155919,0.018823415,-0.08364866,0.04037309,-0.038542584,0.106581755,0.048705377,-0.004127311,0.022736903,0.02387574,-0.003772052,-0.034026235,0.03966828,0.06330475,-0.028385038,-0.09004089,0.08780492,0.020992465,0.0016243457,0.012141501,0.08287138,0.050304506,-0.11200096,-0.062447634,0.010734729,-0.025613217,0.002422436,-0.083850525,0.0033016447,-0.029333048,0.12142478,0.036154885,0.012807924,-0.05724553,-0.014365613,-0.002660621,-0.09120156,-0.058636207,-0.05151398,-0.07685541,-0.005821466,-0.06728002,-0.021143066,-0.03090893,0.037041463,0.04238136,-0.0070307273,0.12793066,0.03411067,-0.0142365815,0.051042568,-0.023750294,0.060888395,0.1113145,0.013219853,-0.067379095,0.07063917,0.11214065,0.10370733,0.04400779,0.08403124,-0.038264025,-0.0012640517,0.036088996,0.022792066,0.1024953,0.07361813,0.09423228,-0.062955804,0.029667031,-0.008587715,-0.01465228,-0.001086344,-0.021180896,-0.0060893157,-0.05636587,-0.008690841,-0.06890375,-0.08816211,-0.014385935,-0.015270785,0.04255496,0.12046243,-0.010918903,-0.051011264,0.060676727,0.01565762,-0.020432774
